time,DNI,DHI,Reflected,H_sun,Temperature,WindSpeed,Int,ts,GHI,T_cell,P_DC_kW,P_AC_kW
20200312:1730,0.0,0.0,0.0,0.0,24.95,1.86,0.0,2020-03-12 17:30:00+00:00,0.0,24.95,0.0,0.0
20200312:1830,0.0,0.0,0.0,0.0,24.38,1.66,0.0,2020-03-12 18:30:00+00:00,0.0,24.38,0.0,0.0
20200312:1930,0.0,0.0,0.0,0.0,23.6,1.52,0.0,2020-03-12 19:30:00+00:00,0.0,23.6,0.0,0.0
20200312:2030,0.0,0.0,0.0,0.0,23.11,1.59,0.0,2020-03-12 20:30:00+00:00,0.0,23.11,0.0,0.0
20200312:2130,0.0,0.0,0.0,0.0,22.75,1.59,0.0,2020-03-12 21:30:00+00:00,0.0,22.75,0.0,0.0
20200312:2230,0.0,0.0,0.0,0.0,22.46,1.45,0.0,2020-03-12 22:30:00+00:00,0.0,22.46,0.0,0.0
20200312:2330,0.0,0.0,0.0,0.0,21.97,1.03,0.0,2020-03-12 23:30:00+00:00,0.0,21.97,0.0,0.0
20200313:0030,0.0,16.35,0.0,2.02,22.29,0.62,0.0,2020-03-13 00:30:00+00:00,16.35,22.8009375,1.6501009621875002,1.6005979333218752
20200313:0130,99.05,86.05,0.0,15.71,22.06,0.55,0.0,2020-03-13 01:30:00+00:00,185.1,27.844375,18.28887259875,17.7402064207875
20200313:0230,243.15,136.3,0.0,29.12,24.79,0.48,0.0,2020-03-13 02:30:00+00:00,379.45000000000005,36.6478125,36.08869976968751,35.00603877659688
20200313:0330,485.15,132.5,0.0,41.91,27.29,0.83,0.0,2020-03-13 03:30:00+00:00,617.65,46.591562499999995,56.1638679971875,54.478951957271875
20200313:0430,637.81,140.95,0.0,53.36,29.44,1.38,0.0,2020-03-13 04:30:00+00:00,778.76,53.776250000000005,68.46388717100001,66.40997055587
20200313:0530,562.2,209.15,0.0,61.73,30.98,1.59,0.0,2020-03-13 05:30:00+00:00,771.35,55.0846875,67.3885540446875,65.36689742334687
20200313:0630,656.31,194.15,0.0,63.86,31.92,1.17,0.0,2020-03-13 06:30:00+00:00,850.4599999999999,58.496875,73.08114402874999,70.88870970788749
20200313:0730,685.11,145.35,0.0,58.45,32.63,0.9,0.0,2020-03-13 07:30:00+00:00,830.46,58.581875000000004,71.33287035675,69.1928842460475
20200313:0830,563.55,136.2,0.0,48.35,33.17,1.1,0.0,2020-03-13 08:30:00+00:00,699.75,55.0371875,61.147220779687494,59.31280415629687
20200313:0930,402.45,118.9,0.0,36.16,33.34,1.17,0.0,2020-03-13 09:30:00+00:00,521.35,49.6321875,46.7413637996875,45.339122885696874
20200313:1030,194.4,93.85,0.0,23.03,33.17,1.03,0.0,2020-03-13 10:30:00+00:00,288.25,42.1778125,26.7453681296875,25.94300708579687
20200313:1130,34.45,44.2,0.0,9.46,32.55,1.59,0.0,2020-03-13 11:30:00+00:00,78.65,35.0078125,7.534411929687501,7.308379571796875
20200313:1230,0.0,0.0,0.0,-4.3,31.0,1.93,0.0,2020-03-13 12:30:00+00:00,0.0,31.0,0.0,0.0
20200313:1330,0.0,0.0,0.0,0.0,29.18,2.21,0.0,2020-03-13 13:30:00+00:00,0.0,29.18,0.0,0.0
20200313:1430,0.0,0.0,0.0,0.0,28.32,2.14,0.0,2020-03-13 14:30:00+00:00,0.0,28.32,0.0,0.0
20200313:1530,0.0,0.0,0.0,0.0,27.25,2.21,0.0,2020-03-13 15:30:00+00:00,0.0,27.25,0.0,0.0
20200313:1630,0.0,0.0,0.0,0.0,26.48,2.34,0.0,2020-03-13 16:30:00+00:00,0.0,26.48,0.0,0.0
20200313:1730,0.0,0.0,0.0,0.0,25.86,2.28,0.0,2020-03-13 17:30:00+00:00,0.0,25.86,0.0,0.0
20200313:1830,0.0,0.0,0.0,0.0,25.09,2.34,0.0,2020-03-13 18:30:00+00:00,0.0,25.09,0.0,0.0
20200313:1930,0.0,0.0,0.0,0.0,25.17,2.34,0.0,2020-03-13 19:30:00+00:00,0.0,25.17,0.0,0.0
20200313:2030,0.0,0.0,0.0,0.0,24.45,2.14,0.0,2020-03-13 20:30:00+00:00,0.0,24.45,0.0,0.0
20200313:2130,0.0,0.0,0.0,0.0,24.01,1.93,0.0,2020-03-13 21:30:00+00:00,0.0,24.01,0.0,0.0
20200313:2230,0.0,0.0,0.0,0.0,23.31,1.86,0.0,2020-03-13 22:30:00+00:00,0.0,23.31,0.0,0.0
20200313:2330,0.0,0.0,0.0,0.0,22.77,1.79,0.0,2020-03-13 23:30:00+00:00,0.0,22.77,0.0,0.0
20200314:0030,0.0,18.6,0.0,2.24,22.29,1.79,0.0,2020-03-14 00:30:00+00:00,18.6,22.87125,1.8766297950000002,1.8203309011500002
20200314:0130,126.4,76.0,0.0,15.94,22.42,1.45,0.0,2020-03-14 01:30:00+00:00,202.4,28.745,19.921645039999998,19.323995688799997
20200314:0230,305.35,114.0,0.0,29.37,24.94,1.79,0.0,2020-03-14 02:30:00+00:00,419.35,38.0446875,39.63747832468751,38.44835397494688
20200314:0330,484.7,145.05,0.0,42.19,27.33,2.34,0.0,2020-03-14 03:30:00+00:00,629.75,47.0096875,57.1535477046875,55.438941273546874
20200314:0430,647.86,142.35,0.0,53.69,29.56,2.9,0.0,2020-03-14 04:30:00+00:00,790.21,54.2540625,69.31192185418752,67.23256419856189
20200314:0530,736.61,150.6,0.0,62.12,31.25,3.17,0.0,2020-03-14 05:30:00+00:00,887.21,58.9753125,76.0608404586875,73.77901524492687
20200314:0630,764.91,144.1,0.0,64.25,32.41,3.31,0.0,2020-03-14 06:30:00+00:00,909.01,60.816562499999996,77.2268023391875,74.90999826901188
20200314:0730,708.06,140.7,0.0,58.74,32.44,3.66,0.0,2020-03-14 07:30:00+00:00,848.76,58.96375,72.76862957099999,70.58557068386999
20200314:0830,570.45,137.9,0.0,48.55,32.43,3.72,0.0,2020-03-14 08:30:00+00:00,708.35,54.565937500000004,62.038926632187504,60.17775883322188
20200314:0930,362.7,123.65,0.0,36.3,30.78,3.59,0.0,2020-03-14 09:30:00+00:00,486.35,45.9784375,44.349797507187496,43.01930358197187
20200314:1030,170.25,108.0,0.0,23.14,30.84,4.55,0.0,2020-03-14 10:30:00+00:00,278.25,39.5353125,26.1263307046875,25.342540783546873
20200314:1130,36.75,51.05,0.0,9.56,29.68,4.48,0.0,2020-03-14 11:30:00+00:00,87.8,32.42375,8.506241795000001,8.251054541150001
20200314:1230,0.0,0.0,0.0,-4.21,28.05,4.69,0.0,2020-03-14 12:30:00+00:00,0.0,28.05,0.0,0.0
20200314:1330,0.0,0.0,0.0,0.0,26.39,4.48,0.0,2020-03-14 13:30:00+00:00,0.0,26.39,0.0,0.0
20200314:1430,0.0,0.0,0.0,0.0,25.29,3.86,0.0,2020-03-14 14:30:00+00:00,0.0,25.29,0.0,0.0
20200314:1530,0.0,0.0,0.0,0.0,24.4,3.31,0.0,2020-03-14 15:30:00+00:00,0.0,24.4,0.0,0.0
20200314:1630,0.0,0.0,0.0,0.0,23.69,2.69,0.0,2020-03-14 16:30:00+00:00,0.0,23.69,0.0,0.0
20200314:1730,0.0,0.0,0.0,0.0,23.04,2.14,0.0,2020-03-14 17:30:00+00:00,0.0,23.04,0.0,0.0
20200314:1830,0.0,0.0,0.0,0.0,22.48,2.0,0.0,2020-03-14 18:30:00+00:00,0.0,22.48,0.0,0.0
20200314:1930,0.0,0.0,0.0,0.0,21.01,2.07,0.0,2020-03-14 19:30:00+00:00,0.0,21.01,0.0,0.0
20200314:2030,0.0,0.0,0.0,0.0,20.61,1.93,0.0,2020-03-14 20:30:00+00:00,0.0,20.61,0.0,0.0
20200314:2130,0.0,0.0,0.0,0.0,20.26,1.86,0.0,2020-03-14 21:30:00+00:00,0.0,20.26,0.0,0.0
20200314:2230,0.0,0.0,0.0,0.0,19.9,1.86,0.0,2020-03-14 22:30:00+00:00,0.0,19.9,0.0,0.0
20200314:2330,0.0,0.0,0.0,0.0,19.6,2.14,0.0,2020-03-14 23:30:00+00:00,0.0,19.6,0.0,0.0
20200315:0030,9.1,16.93,0.0,2.46,19.49,2.41,0.0,2020-03-15 00:30:00+00:00,26.03,20.303437499999998,2.6543456391875,2.574715270011875
20200315:0130,131.5,78.35,0.0,16.17,19.81,2.62,0.0,2020-03-15 01:30:00+00:00,209.85,26.3678125,20.864445109687498,20.23851175639687
20200315:0230,323.75,111.35,0.0,29.62,21.64,3.72,0.0,2020-03-15 02:30:00+00:00,435.1,35.236875,41.63929298875001,40.390114199087506
20200315:0330,523.35,124.6,0.0,42.47,23.94,3.93,0.0,2020-03-15 03:30:00+00:00,647.95,44.188437500000006,59.5730778071875,57.78588547297188
20200315:0430,661.11,137.55,0.0,54.02,26.13,4.14,0.0,2020-03-15 04:30:00+00:00,798.6600000000001,51.088125000000005,71.11507239675,68.98162022484749
20200315:0530,744.36,145.65,0.0,62.51,27.67,4.21,0.0,2020-03-15 05:30:00+00:00,890.01,55.4828125,77.60639665968749,75.27820475989687
20200315:0630,700.76,172.45,0.0,64.63,28.83,3.93,0.0,2020-03-15 06:30:00+00:00,873.21,56.1178125,75.90859827768749,73.63134032935686
20200315:0730,662.91,155.45,0.0,59.03,29.93,3.1,0.0,2020-03-15 07:30:00+00:00,818.3599999999999,55.50375,71.35151948299999,69.21097389850999
20200315:0830,557.5,137.9,0.0,48.75,30.33,3.1,0.0,2020-03-15 08:30:00+00:00,695.4,52.06125,61.636274835,59.78718658995
20200315:0930,339.65,134.7,0.0,36.45,30.31,2.97,0.0,2020-03-15 09:30:00+00:00,474.34999999999997,45.1334375,43.423875647187494,42.12115937777187
20200315:1030,178.65,93.95,0.0,23.25,29.71,2.97,0.0,2020-03-15 10:30:00+00:00,272.6,38.228750000000005,25.745413955,24.97305153635
20200315:1130,33.0,45.35,0.0,9.65,28.89,2.62,0.0,2020-03-15 11:30:00+00:00,78.35,31.3384375,7.626421037187499,7.397628406071874
20200315:1230,0.0,0.0,0.0,-4.12,27.76,1.79,0.0,2020-03-15 12:30:00+00:00,0.0,27.76,0.0,0.0
20200315:1330,0.0,0.0,0.0,0.0,26.35,1.72,0.0,2020-03-15 13:30:00+00:00,0.0,26.35,0.0,0.0
20200315:1430,0.0,0.0,0.0,0.0,25.37,1.72,0.0,2020-03-15 14:30:00+00:00,0.0,25.37,0.0,0.0
20200315:1530,0.0,0.0,0.0,0.0,24.67,1.72,0.0,2020-03-15 15:30:00+00:00,0.0,24.67,0.0,0.0
20200315:1630,0.0,0.0,0.0,0.0,24.02,1.66,0.0,2020-03-15 16:30:00+00:00,0.0,24.02,0.0,0.0
20200315:1730,0.0,0.0,0.0,0.0,23.5,1.59,0.0,2020-03-15 17:30:00+00:00,0.0,23.5,0.0,0.0
20200315:1830,0.0,0.0,0.0,0.0,23.02,1.38,0.0,2020-03-15 18:30:00+00:00,0.0,23.02,0.0,0.0
20200315:1930,0.0,0.0,0.0,0.0,22.36,0.76,0.0,2020-03-15 19:30:00+00:00,0.0,22.36,0.0,0.0
20200315:2030,0.0,0.0,0.0,0.0,21.7,1.1,0.0,2020-03-15 20:30:00+00:00,0.0,21.7,0.0,0.0
20200315:2130,0.0,0.0,0.0,0.0,21.28,1.45,0.0,2020-03-15 21:30:00+00:00,0.0,21.28,0.0,0.0
20200315:2230,0.0,0.0,0.0,0.0,21.0,1.59,0.0,2020-03-15 22:30:00+00:00,0.0,21.0,0.0,0.0
20200315:2330,0.0,0.0,0.0,0.0,20.83,1.66,0.0,2020-03-15 23:30:00+00:00,0.0,20.83,0.0,0.0
20200316:0030,13.65,14.51,0.0,2.68,20.73,1.86,0.0,2020-03-16 00:30:00+00:00,28.16,21.61,2.856094208,2.77041138176
20200316:0130,130.75,74.05,0.0,16.4,21.38,1.52,0.0,2020-03-16 01:30:00+00:00,204.8,27.78,20.24087552,19.633649254399998
20200316:0230,280.1,107.65,0.0,29.87,24.07,1.86,0.0,2020-03-16 02:30:00+00:00,387.75,36.1871875,36.953110579687504,35.844517262296876
20200316:0330,493.2,125.8,0.0,42.75,26.08,2.21,0.0,2020-03-16 03:30:00+00:00,619.0,45.42375,56.590233475000005,54.892526470750006
20200316:0430,628.86,140.7,0.0,54.36,28.07,2.55,0.0,2020-03-16 04:30:00+00:00,769.56,52.11875,68.190807795,66.14508356115
20200316:0530,691.26,168.25,0.0,62.9,29.51,2.21,0.0,2020-03-16 05:30:00+00:00,859.51,56.3696875,74.6267247566875,72.38792301398686
20200316:0630,530.6,215.1,0.0,65.01,30.52,2.0,0.0,2020-03-16 06:30:00+00:00,745.7,53.823125000000005,65.54277018875001,63.57648708308751
20200316:0730,576.15,158.35,0.0,59.31,30.87,1.72,0.0,2020-03-16 07:30:00+00:00,734.5,53.823125000000005,64.55835416875,62.6216035436875
20200316:0830,496.0,169.15,0.0,48.95,31.19,1.86,0.0,2020-03-16 08:30:00+00:00,665.15,51.9759375,58.978921172187505,57.209553537021876
20200316:0930,259.8,155.7,0.0,36.59,31.36,2.07,0.0,2020-03-16 09:30:00+00:00,415.5,44.344375,38.17421311875,37.028986725187494
20200316:1030,135.8,106.4,0.0,23.36,30.96,2.21,0.0,2020-03-16 10:30:00+00:00,242.20000000000002,38.52875,22.843801435000003,22.158487391950004
20200316:1130,33.85,37.8,0.0,9.74,28.85,1.93,0.0,2020-03-16 11:30:00+00:00,71.65,31.0890625,6.981761842187501,6.7723089869218756
20200316:1230,0.0,0.0,0.0,-4.04,28.05,1.45,0.0,2020-03-16 12:30:00+00:00,0.0,28.05,0.0,0.0
20200316:1330,0.0,0.0,0.0,0.0,26.96,1.31,0.0,2020-03-16 13:30:00+00:00,0.0,26.96,0.0,0.0
20200316:1430,0.0,0.0,0.0,0.0,26.15,1.38,0.0,2020-03-16 14:30:00+00:00,0.0,26.15,0.0,0.0
20200316:1530,0.0,0.0,0.0,0.0,25.52,1.38,0.0,2020-03-16 15:30:00+00:00,0.0,25.52,0.0,0.0
20200316:1630,0.0,0.0,0.0,0.0,24.84,1.17,0.0,2020-03-16 16:30:00+00:00,0.0,24.84,0.0,0.0
20200316:1730,0.0,0.0,0.0,0.0,24.0,1.1,0.0,2020-03-16 17:30:00+00:00,0.0,24.0,0.0,0.0
20200316:1830,0.0,0.0,0.0,0.0,23.55,0.9,0.0,2020-03-16 18:30:00+00:00,0.0,23.55,0.0,0.0
20200316:1930,0.0,0.0,0.0,0.0,23.02,0.97,0.0,2020-03-16 19:30:00+00:00,0.0,23.02,0.0,0.0
20200316:2030,0.0,0.0,0.0,0.0,22.23,1.24,0.0,2020-03-16 20:30:00+00:00,0.0,22.23,0.0,0.0
20200316:2130,0.0,0.0,0.0,0.0,21.99,1.17,0.0,2020-03-16 21:30:00+00:00,0.0,21.99,0.0,0.0
20200316:2230,0.0,0.0,0.0,0.0,21.58,1.38,0.0,2020-03-16 22:30:00+00:00,0.0,21.58,0.0,0.0
20200316:2330,0.0,0.0,0.0,0.0,21.13,1.38,0.0,2020-03-16 23:30:00+00:00,0.0,21.13,0.0,0.0
20200317:0030,12.65,14.66,0.0,2.9,20.72,1.45,0.0,2020-03-17 00:30:00+00:00,27.310000000000002,21.573437499999997,2.7703033571874998,2.6871942564718747
20200317:0130,126.2,72.1,0.0,16.63,21.08,1.03,0.0,2020-03-17 01:30:00+00:00,198.3,27.276874999999997,19.640368188750003,19.0511571430875
20200317:0230,262.05,136.25,0.0,30.12,24.35,1.1,0.0,2020-03-17 02:30:00+00:00,398.3,36.796875,37.85654796875,36.7208515296875
20200317:0330,470.9,137.3,0.0,43.04,26.73,1.31,0.0,2020-03-17 03:30:00+00:00,608.2,45.73625,55.523049355000005,53.85735787435
20200317:0430,625.45,152.05,0.0,54.69,28.59,1.17,0.0,2020-03-17 04:30:00+00:00,777.5,52.886875,68.64354096875,66.5842347396875
20200317:0530,633.1,182.85,0.0,63.3,29.89,0.69,0.0,2020-03-17 05:30:00+00:00,815.95,55.3884375,71.18091285718751,69.04548547147188
20200317:0630,603.4,176.65,0.0,65.39,30.68,0.28,0.0,2020-03-17 06:30:00+00:00,780.05,55.0565625,68.1578389371875,66.11310376907188
20200317:0730,429.3,249.2,0.0,59.59,30.81,0.9,0.0,2020-03-17 07:30:00+00:00,678.5,52.013125,60.152069768749996,58.347507675687496
20200317:0830,500.35,149.9,0.0,49.14,31.13,0.97,0.0,2020-03-17 08:30:00+00:00,650.25,51.450312499999995,57.80128740468751,56.06724878254688
20200317:0930,367.1,117.2,0.0,36.72,31.41,1.17,0.0,2020-03-17 09:30:00+00:00,484.3,46.544375,44.04774485875,42.7263125129875
20200317:1030,154.25,84.3,0.0,23.47,31.25,1.52,0.0,2020-03-17 10:30:00+00:00,238.55,38.7046875,22.481913654687503,21.80745624504688
20200317:1130,43.3,39.6,0.0,9.84,30.68,1.03,0.0,2020-03-17 11:30:00+00:00,82.9,33.270625,8.002033378750001,7.761972377387501
20200317:1230,0.0,0.0,0.0,-3.95,29.77,0.14,0.0,2020-03-17 12:30:00+00:00,0.0,29.77,0.0,0.0
20200317:1330,0.0,0.0,0.0,0.0,28.5,0.62,0.0,2020-03-17 13:30:00+00:00,0.0,28.5,0.0,0.0
20200317:1430,0.0,0.0,0.0,0.0,26.78,0.83,0.0,2020-03-17 14:30:00+00:00,0.0,26.78,0.0,0.0
20200317:1530,0.0,0.0,0.0,0.0,26.21,0.69,0.0,2020-03-17 15:30:00+00:00,0.0,26.21,0.0,0.0
20200317:1630,0.0,0.0,0.0,0.0,24.1,1.31,0.0,2020-03-17 16:30:00+00:00,0.0,24.1,0.0,0.0
20200317:1730,0.0,0.0,0.0,0.0,23.16,1.66,0.0,2020-03-17 17:30:00+00:00,0.0,23.16,0.0,0.0
20200317:1830,0.0,0.0,0.0,0.0,22.51,1.66,0.0,2020-03-17 18:30:00+00:00,0.0,22.51,0.0,0.0
20200317:1930,0.0,0.0,0.0,0.0,22.51,1.52,0.0,2020-03-17 19:30:00+00:00,0.0,22.51,0.0,0.0
20200317:2030,0.0,0.0,0.0,0.0,22.08,1.17,0.0,2020-03-17 20:30:00+00:00,0.0,22.08,0.0,0.0
20200317:2130,0.0,0.0,0.0,0.0,21.94,1.17,0.0,2020-03-17 21:30:00+00:00,0.0,21.94,0.0,0.0
20200317:2230,0.0,0.0,0.0,0.0,21.92,1.31,0.0,2020-03-17 22:30:00+00:00,0.0,21.92,0.0,0.0
20200317:2330,0.0,0.0,0.0,0.0,21.93,1.24,0.0,2020-03-17 23:30:00+00:00,0.0,21.93,0.0,0.0
20200318:0030,9.55,17.42,0.0,3.12,21.82,1.31,0.0,2020-03-18 00:30:00+00:00,26.970000000000002,22.6628125,2.7234742576875,2.641770029956875
20200318:0130,98.65,81.65,0.0,16.86,21.82,1.17,0.0,2020-03-18 01:30:00+00:00,180.3,27.454375,17.844139998750002,17.308815798787503
20200318:0230,247.25,137.6,0.0,30.37,24.17,1.38,0.0,2020-03-18 02:30:00+00:00,384.85,36.1965625,36.6752212271875,35.57496459037187
20200318:0330,476.9,139.2,0.0,43.32,26.4,1.86,0.0,2020-03-18 03:30:00+00:00,616.0999999999999,45.653124999999996,56.265756068749994,54.57778338668749
20200318:0430,605.0,159.25,0.0,55.02,28.3,2.07,0.0,2020-03-18 04:30:00+00:00,764.25,52.1828125,67.6997249296875,65.66873318179688
20200318:0530,663.01,163.35,0.0,63.69,29.51,1.66,0.0,2020-03-18 05:30:00+00:00,826.36,55.33375,72.108028987,69.94478811738999
20200318:0630,556.45,201.8,0.0,65.77,30.47,1.31,0.0,2020-03-18 06:30:00+00:00,758.25,54.1653125,66.5368687546875,64.54076269204688
20200318:0730,398.55,235.0,0.0,59.87,31.33,1.86,0.0,2020-03-18 07:30:00+00:00,633.55,51.1284375,56.40245793718749,54.71038419907187
20200318:0830,503.75,165.05,0.0,49.32,31.61,2.07,0.0,2020-03-18 08:30:00+00:00,668.8,52.51,59.15255103999999,57.37797450879999
20200318:0930,415.5,119.7,0.0,36.86,31.97,2.0,0.0,2020-03-18 09:30:00+00:00,535.2,48.695,48.19374312,46.7479308264
20200318:1030,223.95,90.8,0.0,23.58,31.89,2.21,0.0,2020-03-18 10:30:00+00:00,314.75,41.7259375,29.263914692187498,28.385997251421873
20200318:1130,55.05,48.9,0.0,9.93,31.4,2.0,0.0,2020-03-18 11:30:00+00:00,103.94999999999999,34.6484375,9.9737588671875,9.674546101171876
20200318:1230,0.0,0.0,0.0,-3.86,30.18,1.31,0.0,2020-03-18 12:30:00+00:00,0.0,30.18,0.0,0.0
20200318:1330,0.0,0.0,0.0,0.0,28.59,1.31,0.0,2020-03-18 13:30:00+00:00,0.0,28.59,0.0,0.0
20200318:1430,0.0,0.0,0.0,0.0,26.86,1.45,0.0,2020-03-18 14:30:00+00:00,0.0,26.86,0.0,0.0
20200318:1530,0.0,0.0,0.0,0.0,25.2,1.59,0.0,2020-03-18 15:30:00+00:00,0.0,25.2,0.0,0.0
20200318:1630,0.0,0.0,0.0,0.0,24.01,2.14,0.0,2020-03-18 16:30:00+00:00,0.0,24.01,0.0,0.0
20200318:1730,0.0,0.0,0.0,0.0,23.17,2.28,0.0,2020-03-18 17:30:00+00:00,0.0,23.17,0.0,0.0
20200318:1830,0.0,0.0,0.0,0.0,22.54,2.21,0.0,2020-03-18 18:30:00+00:00,0.0,22.54,0.0,0.0
20200318:1930,0.0,0.0,0.0,0.0,21.82,1.86,0.0,2020-03-18 19:30:00+00:00,0.0,21.82,0.0,0.0
20200318:2030,0.0,0.0,0.0,0.0,21.09,1.86,0.0,2020-03-18 20:30:00+00:00,0.0,21.09,0.0,0.0
20200318:2130,0.0,0.0,0.0,0.0,20.35,1.86,0.0,2020-03-18 21:30:00+00:00,0.0,20.35,0.0,0.0
20200318:2230,0.0,0.0,0.0,0.0,19.72,1.72,0.0,2020-03-18 22:30:00+00:00,0.0,19.72,0.0,0.0
20200318:2330,0.0,0.0,0.0,0.0,19.17,1.59,0.0,2020-03-18 23:30:00+00:00,0.0,19.17,0.0,0.0
20200319:0030,8.55,24.27,0.0,3.35,18.64,1.45,0.0,2020-03-19 00:30:00+00:00,32.82,19.665625000000002,3.3555311587500003,3.2548652239875002
20200319:0130,118.5,98.0,0.0,17.1,19.61,0.97,0.0,2020-03-19 01:30:00+00:00,216.5,26.375625,21.524914418749997,20.879166986187496
20200319:0230,285.65,149.3,0.0,30.61,23.6,0.62,0.0,2020-03-19 02:30:00+00:00,434.95,37.1921875,41.2677433796875,40.02971107829688
20200319:0330,526.2,138.2,0.0,43.6,26.75,0.69,0.0,2020-03-19 03:30:00+00:00,664.4000000000001,47.5125,60.15793190000001,58.35319394300001
20200319:0430,654.16,164.0,0.0,55.35,28.8,0.48,0.0,2020-03-19 04:30:00+00:00,818.16,54.3675,71.724528204,69.57279235787999
20200319:0530,713.66,187.0,0.0,64.08,30.14,0.9,0.0,2020-03-19 05:30:00+00:00,900.66,58.285624999999996,77.47480697475001,75.1505627655075
20200319:0630,657.41,239.25,0.0,66.15,31.19,1.31,0.0,2020-03-19 06:30:00+00:00,896.66,59.210625,76.78237441475,74.47890318230749
20200319:0730,581.55,234.2,0.0,60.14,31.75,1.17,0.0,2020-03-19 07:30:00+00:00,815.75,57.2421875,70.5283429296875,68.41249264179687
20200319:0830,441.2,237.65,0.0,49.51,32.16,1.17,0.0,2020-03-19 08:30:00+00:00,678.85,53.374062499999994,59.79507242218751,58.001220249521886
20200319:0930,295.05,195.25,0.0,36.99,32.3,1.31,0.0,2020-03-19 09:30:00+00:00,490.3,47.621874999999996,44.371567768750005,43.040420735687505
20200319:1030,146.4,133.3,0.0,23.68,32.1,1.38,0.0,2020-03-19 10:30:00+00:00,279.70000000000005,40.840625,26.109138418750007,25.325864266187505
20200319:1130,13.05,57.95,0.0,10.02,31.55,0.76,0.0,2020-03-19 11:30:00+00:00,71.0,33.76875,6.838515875,6.63336039875
20200319:1230,0.0,0.0,0.0,-3.78,30.24,0.55,0.0,2020-03-19 12:30:00+00:00,0.0,30.24,0.0,0.0
20200319:1330,0.0,0.0,0.0,0.0,28.84,1.52,0.0,2020-03-19 13:30:00+00:00,0.0,28.84,0.0,0.0
20200319:1430,0.0,0.0,0.0,0.0,27.28,2.0,0.0,2020-03-19 14:30:00+00:00,0.0,27.28,0.0,0.0
20200319:1530,0.0,0.0,0.0,0.0,26.13,2.14,0.0,2020-03-19 15:30:00+00:00,0.0,26.13,0.0,0.0
20200319:1630,0.0,0.0,0.0,0.0,25.21,2.34,0.0,2020-03-19 16:30:00+00:00,0.0,25.21,0.0,0.0
20200319:1730,0.0,0.0,0.0,0.0,24.55,2.34,0.0,2020-03-19 17:30:00+00:00,0.0,24.55,0.0,0.0
20200319:1830,0.0,0.0,0.0,0.0,23.98,2.28,0.0,2020-03-19 18:30:00+00:00,0.0,23.98,0.0,0.0
20200319:1930,0.0,0.0,0.0,0.0,23.75,2.48,0.0,2020-03-19 19:30:00+00:00,0.0,23.75,0.0,0.0
20200319:2030,0.0,0.0,0.0,0.0,23.45,2.41,0.0,2020-03-19 20:30:00+00:00,0.0,23.45,0.0,0.0
20200319:2130,0.0,0.0,0.0,0.0,23.1,2.21,0.0,2020-03-19 21:30:00+00:00,0.0,23.1,0.0,0.0
20200319:2230,0.0,0.0,0.0,0.0,22.66,2.07,0.0,2020-03-19 22:30:00+00:00,0.0,22.66,0.0,0.0
20200319:2330,0.0,0.0,0.0,0.0,22.29,2.0,0.0,2020-03-19 23:30:00+00:00,0.0,22.29,0.0,0.0
20200320:0030,16.05,17.81,0.0,3.57,21.94,1.93,0.0,2020-03-20 00:30:00+00:00,33.86,22.998125,3.4144690647500004,3.3120349928075004
20200320:0130,94.85,107.6,0.0,17.33,22.1,1.52,0.0,2020-03-20 01:30:00+00:00,202.45,28.426562500000003,19.953642817187497,19.35503353267187
20200320:0230,279.8,149.0,0.0,30.86,24.53,1.72,0.0,2020-03-20 02:30:00+00:00,428.8,37.93,40.55135872,39.3348179584
20200320:0330,475.95,164.0,0.0,43.88,27.23,1.93,0.0,2020-03-20 03:30:00+00:00,639.95,47.2284375,58.020462797187506,56.27984891327188
20200320:0430,602.3,193.2,0.0,55.68,29.69,2.28,0.0,2020-03-20 04:30:00+00:00,795.5,54.549375,69.67725831874999,67.58694056918749
20200320:0530,663.7,183.5,0.0,64.47,31.3,2.21,0.0,2020-03-20 05:30:00+00:00,847.2,57.775000000000006,73.0578684,70.86613234800001
20200320:0630,717.36,150.1,0.0,66.53,32.15,2.41,0.0,2020-03-20 06:30:00+00:00,867.46,59.258125,74.26462769275,72.03668886196749
20200320:0730,530.1,180.9,0.0,60.41,31.95,2.97,0.0,2020-03-20 07:30:00+00:00,711.0,54.16875,62.389627875,60.51793903875
20200320:0830,461.9,142.85,0.0,49.69,32.04,2.83,0.0,2020-03-20 08:30:00+00:00,604.75,50.9384375,53.8867665671875,52.270163570171874
20200320:0930,328.1,129.0,0.0,37.12,32.1,2.83,0.0,2020-03-20 09:30:00+00:00,457.1,46.384375000000006,41.60458491875,40.3564473711875
20200320:1030,204.45,87.85,0.0,23.78,31.9,2.69,0.0,2020-03-20 10:30:00+00:00,292.29999999999995,41.034375,27.261523918749994,26.443678201187492
20200320:1130,60.45,46.2,0.0,10.1,31.32,2.0,0.0,2020-03-20 11:30:00+00:00,106.65,34.6528125,10.2326215696875,9.925642922596875
20200320:1230,0.0,0.0,0.0,-3.69,29.96,1.52,0.0,2020-03-20 12:30:00+00:00,0.0,29.96,0.0,0.0
20200320:1330,0.0,0.0,0.0,0.0,28.07,1.66,0.0,2020-03-20 13:30:00+00:00,0.0,28.07,0.0,0.0
20200320:1430,0.0,0.0,0.0,0.0,26.42,2.0,0.0,2020-03-20 14:30:00+00:00,0.0,26.42,0.0,0.0
