ts,inverter_id,panel_id,GHI,P_DC_kW,rated_kw,status,AmbientTemp_C,P_AC_kW,Energy_increment_kWh,Total_energy_kWh,transformer_loss_kw,transformer_eff,battery_soc,battery_voltage,battery_temp_c,battery_power_kw
2026-01-05T15:28:19,INV-03,"PV-05,PV-06",565.82,57.63,100.0,Running,25.94,54.745,0.076034,6.400209,,,,,,
2026-01-05T15:28:19,INV-04,"PV-07,PV-08",565.82,52.309,100.0,Running,27.22,49.445,0.068673,6.436138,,,,,,
2026-01-05T15:28:19,INV-05,"PV-09,PV-10",565.82,53.022,100.0,Running,30.73,50.604,0.070284,6.47249,,,,,,
2026-01-05T15:28:19,PLANT_SUMMARY,,565.82,271.734,500.0,Running,30.73,253.847,0.352565,32.116676,7.074,0.9721,49.75,564.57,24.95,0.0
2026-01-05T15:28:24,INV-01,"PV-01,PV-02",560.04,56.655,100.0,Running,26.88,53.05,0.073681,6.45851,,,,,,
2026-01-05T15:28:24,INV-02,"PV-03,PV-04",560.04,52.922,100.0,Running,24.14,51.466,0.071481,6.494491,,,,,,
2026-01-05T15:28:24,INV-03,"PV-05,PV-06",560.04,57.058,100.0,Running,26.72,52.853,0.073406,6.473615,,,,,,
2026-01-05T15:28:24,INV-04,"PV-07,PV-08",560.04,54.728,100.0,Running,27.11,51.411,0.071404,6.507542,,,,,,
2026-01-05T15:28:24,INV-05,"PV-09,PV-10",560.04,56.832,100.0,Running,29.04,54.994,0.07638,6.54887,,,,,,
2026-01-05T15:28:24,PLANT_SUMMARY,,560.04,278.195,500.0,Running,29.04,263.774,0.366352,32.483028,7.16,0.9729,49.75,564.57,24.98,0.0
2026-01-05T15:28:29,INV-01,"PV-01,PV-02",646.35,62.564,100.0,Running,27.25,58.012,0.080573,6.539083,,,,,,
2026-01-05T15:28:29,INV-02,"PV-03,PV-04",646.35,63.033,100.0,Running,30.62,59.764,0.083006,6.577497,,,,,,
2026-01-05T15:28:29,INV-03,"PV-05,PV-06",646.35,63.42,100.0,Running,28.39,60.023,0.083366,6.556981,,,,,,
2026-01-05T15:28:29,INV-04,"PV-07,PV-08",646.35,61.437,100.0,Running,24.59,58.619,0.081416,6.588957,,,,,,
2026-01-05T15:28:29,INV-05,"PV-09,PV-10",646.35,61.083,100.0,Running,29.13,58.137,0.080746,6.629616,,,,,,
2026-01-05T15:28:29,PLANT_SUMMARY,,646.35,311.537,500.0,Running,29.13,294.557,0.409106,32.892134,7.446,0.9747,49.75,564.57,24.97,0.0
2026-01-05T15:28:34,INV-01,"PV-01,PV-02",534.29,51.343,100.0,Running,25.35,47.051,0.065348,6.604431,,,,,,
2026-01-05T15:28:34,INV-02,"PV-03,PV-04",534.29,53.53,100.0,Running,23.32,50.265,0.069813,6.64731,,,,,,
2026-01-05T15:28:34,INV-03,"PV-05,PV-06",534.29,53.255,100.0,Running,29.11,49.038,0.068108,6.625089,,,,,,
2026-01-05T15:28:34,INV-04,"PV-07,PV-08",534.29,55.333,100.0,Running,27.4,51.522,0.071558,6.660516,,,,,,
2026-01-05T15:28:34,INV-05,"PV-09,PV-10",534.29,52.446,100.0,Running,30.28,48.054,0.066742,6.696359,,,,,,
2026-01-05T15:28:34,PLANT_SUMMARY,,534.29,265.907,500.0,Running,30.28,250.0,0.347222,33.233704,7.042,0.9718,49.74,564.56,24.96,-4.07
2026-01-05T15:28:39,INV-01,"PV-01,PV-02",590.09,59.645,100.0,Running,28.35,56.547,0.078538,6.682968,,,,,,
2026-01-05T15:28:39,INV-02,"PV-03,PV-04",590.09,56.716,100.0,Running,25.1,52.313,0.072658,6.719967,,,,,,
2026-01-05T15:28:39,INV-03,"PV-05,PV-06",590.09,55.574,100.0,Running,26.93,51.449,0.071457,6.696546,,,,,,
2026-01-05T15:28:39,INV-04,"PV-07,PV-08",590.09,62.778,100.0,Running,24.59,59.657,0.082857,6.743373,,,,,,
2026-01-05T15:28:39,INV-05,"PV-09,PV-10",590.09,54.674,100.0,Running,29.23,51.58,0.071639,6.767998,,,,,,
2026-01-05T15:28:39,PLANT_SUMMARY,,590.09,289.387,500.0,Running,29.23,271.547,0.377148,33.610852,7.229,0.9734,49.74,564.56,24.95,0.0
2026-01-05T15:28:44,INV-01,"PV-01,PV-02",590.8,57.156,100.0,Running,26.81,54.025,0.075034,6.758003,,,,,,
2026-01-05T15:28:44,INV-02,"PV-03,PV-04",590.8,57.305,100.0,Running,24.33,52.861,0.073418,6.793385,,,,,,
2026-01-05T15:28:44,INV-03,"PV-05,PV-06",590.8,58.91,100.0,Running,26.26,55.815,0.07752,6.774066,,,,,,
2026-01-05T15:28:44,INV-04,"PV-07,PV-08",590.8,59.628,100.0,Running,28.28,54.037,0.075052,6.818425,,,,,,
2026-01-05T15:28:44,INV-05,"PV-09,PV-10",590.8,57.479,100.0,Running,23.63,55.853,0.077574,6.845572,,,,,,
2026-01-05T15:28:44,PLANT_SUMMARY,,590.8,290.478,500.0,Running,23.63,272.591,0.378598,33.989451,7.238,0.9734,49.74,564.56,24.94,0.0
2026-01-05T15:28:49,INV-01,"PV-01,PV-02",456.8,45.911,100.0,Running,29.1,42.687,0.059288,6.817291,,,,,,
2026-01-05T15:28:49,INV-02,"PV-03,PV-04",456.8,43.918,100.0,Running,22.02,41.95,0.058264,6.851649,,,,,,
2026-01-05T15:28:49,INV-03,"PV-05,PV-06",456.8,44.154,100.0,Running,32.63,39.714,0.055159,6.829225,,,,,,
2026-01-05T15:28:49,INV-04,"PV-07,PV-08",456.8,43.575,100.0,Running,25.2,42.094,0.058464,6.876888,,,,,,
2026-01-05T15:28:49,INV-05,"PV-09,PV-10",456.8,44.451,100.0,Running,27.95,43.275,0.060105,6.905676,,,,,,
2026-01-05T15:28:49,PLANT_SUMMARY,,456.8,222.009,500.0,Running,27.95,250.0,0.347222,34.28073,7.042,0.9718,49.72,564.52,24.97,-40.279
2026-01-05T15:28:54,INV-01,"PV-01,PV-02",524.88,50.991,100.0,Running,29.27,48.112,0.066822,6.884112,,,,,,
2026-01-05T15:28:54,INV-02,"PV-03,PV-04",524.88,53.289,100.0,Running,27.48,49.483,0.068726,6.920375,,,,,,
2026-01-05T15:28:54,INV-03,"PV-05,PV-06",524.88,51.031,100.0,Running,27.81,47.637,0.066162,6.895387,,,,,,
2026-01-05T15:28:54,INV-04,"PV-07,PV-08",524.88,52.318,100.0,Running,30.08,46.768,0.064956,6.941845,,,,,,
2026-01-05T15:28:54,INV-05,"PV-09,PV-10",524.88,50.416,100.0,Running,28.63,45.954,0.063825,6.969501,,,,,,
2026-01-05T15:28:54,PLANT_SUMMARY,,524.88,258.045,500.0,Running,28.63,250.0,0.347222,34.611221,7.042,0.9718,49.71,564.5,24.97,-12.046
2026-01-05T15:28:59,INV-01,"PV-01,PV-02",487.64,49.908,100.0,Running,28.3,48.22,0.066973,6.951085,,,,,,
2026-01-05T15:28:59,INV-02,"PV-03,PV-04",487.64,47.315,100.0,Running,28.89,44.831,0.062266,6.982641,,,,,,
2026-01-05T15:28:59,INV-03,"PV-05,PV-06",487.64,47.586,100.0,Running,28.21,43.818,0.060858,6.956245,,,,,,
2026-01-05T15:28:59,INV-04,"PV-07,PV-08",487.64,49.025,100.0,Running,25.95,46.914,0.065158,7.007003,,,,,,
2026-01-05T15:28:59,INV-05,"PV-09,PV-10",487.64,47.154,100.0,Running,27.98,44.694,0.062075,7.031576,,,,,,
2026-01-05T15:28:59,PLANT_SUMMARY,,487.64,240.988,500.0,Running,27.98,250.0,0.347222,34.92855,7.042,0.9718,49.69,564.48,24.94,-21.523
2026-01-05T15:29:04,INV-01,"PV-01,PV-02",619.64,63.42,100.0,Running,25.97,61.09,0.084847,7.035931,,,,,,
2026-01-05T15:29:04,INV-02,"PV-03,PV-04",619.64,61.986,100.0,Running,27.03,57.292,0.079572,7.062213,,,,,,
2026-01-05T15:29:04,INV-03,"PV-05,PV-06",619.64,57.992,100.0,Running,30.39,55.163,0.076616,7.032861,,,,,,
2026-01-05T15:29:04,INV-04,"PV-07,PV-08",619.64,61.1,100.0,Running,28.54,55.908,0.077649,7.084652,,,,,,
2026-01-05T15:29:04,INV-05,"PV-09,PV-10",619.64,58.536,100.0,Running,29.13,53.054,0.073686,7.105262,,,,,,
2026-01-05T15:29:04,PLANT_SUMMARY,,619.64,303.034,500.0,Running,29.13,282.506,0.39237,35.320919,7.33,0.9741,49.69,564.48,24.95,0.0
2026-01-05T15:29:09,INV-01,"PV-01,PV-02",553.97,53.288,100.0,Running,25.33,48.468,0.067317,7.103248,,,,,,
2026-01-05T15:29:09,INV-02,"PV-03,PV-04",553.97,53.863,100.0,Running,26.68,51.352,0.071322,7.133534,,,,,,
2026-01-05T15:29:09,INV-03,"PV-05,PV-06",553.97,55.594,100.0,Running,27.54,51.988,0.072206,7.105067,,,,,,
2026-01-05T15:29:09,INV-04,"PV-07,PV-08",553.97,54.161,100.0,Running,28.69,50.382,0.069975,7.154627,,,,,,
2026-01-05T15:29:09,INV-05,"PV-09,PV-10",553.97,53.98,100.0,Running,28.02,50.999,0.070833,7.176094,,,,,,
2026-01-05T15:29:09,PLANT_SUMMARY,,553.97,270.886,500.0,Running,28.02,253.189,0.351652,35.672571,7.068,0.9721,49.69,564.48,24.98,0.0
2026-01-05T15:29:14,INV-01,"PV-01,PV-02",578.83,56.212,100.0,Running,28.73,54.083,0.075115,7.178363,,,,,,
2026-01-05T15:29:14,INV-02,"PV-03,PV-04",578.83,56.978,100.0,Running,28.61,53.783,0.074698,7.208233,,,,,,
2026-01-05T15:29:14,INV-03,"PV-05,PV-06",578.83,57.548,100.0,Running,29.53,54.773,0.076073,7.181141,,,,,,
2026-01-05T15:29:14,INV-04,"PV-07,PV-08",578.83,53.936,100.0,Running,28.01,50.777,0.070524,7.225151,,,,,,
2026-01-05T15:29:14,INV-05,"PV-09,PV-10",578.83,56.076,100.0,Running,27.39,54.727,0.076009,7.252104,,,,,,
2026-01-05T15:29:14,PLANT_SUMMARY,,578.83,280.75,500.0,Running,27.39,268.142,0.37242,36.044991,7.198,0.9732,49.69,564.48,24.96,0.0
2026-01-05T15:29:19,INV-01,"PV-01,PV-02",541.37,51.178,100.0,Running,31.27,47.403,0.065838,7.244201,,,,,,
2026-01-05T15:29:19,INV-02,"PV-03,PV-04",541.37,54.69,100.0,Running,24.72,52.905,0.073478,7.281711,,,,,,
2026-01-05T15:29:19,INV-03,"PV-05,PV-06",541.37,52.547,100.0,Running,29.81,50.696,0.070412,7.251552,,,,,,
2026-01-05T15:29:19,INV-04,"PV-07,PV-08",541.37,54.623,100.0,Running,26.55,53.546,0.074369,7.29952,,,,,,
2026-01-05T15:29:19,INV-05,"PV-09,PV-10",541.37,53.512,100.0,Running,26.68,50.859,0.070638,7.322742,,,,,,
2026-01-05T15:29:19,PLANT_SUMMARY,,541.37,266.55,500.0,Running,26.68,255.409,0.354735,36.399726,7.087,0.9723,49.69,564.48,24.95,0.0
2026-01-05T15:29:24,INV-01,"PV-01,PV-02",616.81,59.855,100.0,Running,29.57,54.873,0.076213,7.320414,,,,,,
2026-01-05T15:29:24,INV-02,"PV-03,PV-04",616.81,62.864,100.0,Running,27.05,57.822,0.080308,7.362019,,,,,,
2026-01-05T15:29:24,INV-03,"PV-05,PV-06",616.81,58.021,100.0,Running,28.59,54.138,0.075191,7.326743,,,,,,
2026-01-05T15:29:24,INV-04,"PV-07,PV-08",616.81,61.298,100.0,Running,27.77,58.673,0.081491,7.381011,,,,,,
2026-01-05T15:29:24,INV-05,"PV-09,PV-10",616.81,59.246,100.0,Running,26.08,56.38,0.078306,7.401048,,,,,,
2026-01-05T15:29:24,PLANT_SUMMARY,,616.81,301.284,500.0,Running,26.08,281.886,0.391509,36.791235,7.324,0.974,49.69,564.48,24.96,0.0
2026-01-05T15:29:29,INV-01,"PV-01,PV-02",528.1,50.747,100.0,Running,29.1,46.771,0.06496,7.385374,,,,,,
2026-01-05T15:29:29,INV-02,"PV-03,PV-04",528.1,49.931,100.0,Running,25.32,46.615,0.064743,7.426762,,,,,,
2026-01-05T15:29:29,INV-03,"PV-05,PV-06",528.1,50.934,100.0,Running,25.81,46.915,0.06516,7.391903,,,,,,
2026-01-05T15:29:29,INV-04,"PV-07,PV-08",528.1,51.228,100.0,Running,26.59,48.696,0.067633,7.448644,,,,,,
2026-01-05T15:29:29,INV-05,"PV-09,PV-10",528.1,52.194,100.0,Running,27.28,48.254,0.067019,7.468067,,,,,,
2026-01-05T15:29:29,PLANT_SUMMARY,,528.1,255.034,500.0,Running,27.28,250.0,0.347222,37.12075,7.042,0.9718,49.69,564.47,24.96,-12.749
2026-01-05T15:29:34,INV-01,"PV-01,PV-02",566.09,52.954,100.0,Running,22.7,50.88,0.070667,7.456041,,,,,,
2026-01-05T15:29:34,INV-02,"PV-03,PV-04",566.09,53.882,100.0,Running,30.63,50.543,0.070199,7.496961,,,,,,
2026-01-05T15:29:34,INV-03,"PV-05,PV-06",566.09,55.403,100.0,Running,28.08,53.323,0.07406,7.465963,,,,,,
2026-01-05T15:29:34,INV-04,"PV-07,PV-08",566.09,53.313,100.0,Running,27.62,49.822,0.069198,7.517841,,,,,,
2026-01-05T15:29:34,INV-05,"PV-09,PV-10",566.09,53.689,100.0,Running,29.04,51.98,0.072194,7.540261,,,,,,
2026-01-05T15:29:34,PLANT_SUMMARY,,566.09,269.241,500.0,Running,29.04,256.548,0.356317,37.477067,7.097,0.9723,49.69,564.47,24.99,0.0
2026-01-05T15:29:39,INV-01,"PV-01,PV-02",595.56,59.062,100.0,Running,31.78,54.404,0.07556,7.531601,,,,,,
2026-01-05T15:29:39,INV-02,"PV-03,PV-04",595.56,55.234,100.0,Running,23.15,53.427,0.074203,7.571165,,,,,,
2026-01-05T15:29:39,INV-03,"PV-05,PV-06",595.56,59.9,100.0,Running,27.78,54.972,0.07635,7.542313,,,,,,
2026-01-05T15:29:39,INV-04,"PV-07,PV-08",595.56,57.717,100.0,Running,25.53,53.891,0.074849,7.59269,,,,,,
2026-01-05T15:29:39,INV-05,"PV-09,PV-10",595.56,62.569,100.0,Running,26.25,60.181,0.083585,7.623846,,,,,,
2026-01-05T15:29:39,PLANT_SUMMARY,,595.56,294.482,500.0,Running,26.25,276.875,0.384548,37.861615,7.278,0.9737,49.69,564.47,24.99,0.0
2026-01-05T15:29:44,INV-01,"PV-01,PV-02",560.34,53.201,100.0,Running,25.99,49.958,0.069386,7.600987,,,,,,
2026-01-05T15:29:44,INV-02,"PV-03,PV-04",560.34,56.383,100.0,Running,28.42,53.425,0.074201,7.645366,,,,,,
2026-01-05T15:29:44,INV-03,"PV-05,PV-06",560.34,54.417,100.0,Running,29.8,50.551,0.07021,7.612523,,,,,,
2026-01-05T15:29:44,INV-04,"PV-07,PV-08",560.34,56.022,100.0,Running,24.98,53.186,0.07387,7.66656,,,,,,
2026-01-05T15:29:44,INV-05,"PV-09,PV-10",560.34,53.053,100.0,Running,25.53,49.599,0.068888,7.692733,,,,,,
2026-01-05T15:29:44,PLANT_SUMMARY,,560.34,273.076,500.0,Running,25.53,256.72,0.356555,38.21817,7.098,0.9723,49.69,564.47,24.99,0.0
